GLIDE_number,Event,Country,Date,Event_Code,Country_Code,Glide_Serial,Comments
CW-2013-000153-JOR,Cold Wave,Jordan,2013-12-17,CW,JOR,2013-000153,"Heavy snowfalls have blocked roads and caused hundreds of accidents, prompting specialized authorities to constantly work to reopen them, said Amman's Municipality Secretariat.  Jordan was hit by a blizzard Friday and Saturday that dumped almost half a meter of snow in certain parts and ""channeled around 10 million cubic metres (mcm) of water into the country's dams"" according to the report."
CW-2013-000153-LBN,Cold Wave,Lebanon,2013-12-17,CW,LBN,2013-000153,"Storm Alexa pushed temperatures below freezing in northern Lebanon and some areas of the Bekaa Valley, which is dotted with informal refugee settlements. The winter weather heaped another layer of misery on the already grim existence of many of the estimated one million Syrians in Lebanon who have fled the civil war raging in their homeland. Many refugees are sheltered in flimsy tents with often only a plastic sheet covering the ground."
CW-2013-000153-PSE,Cold Wave,"Palestine (West Bank, Gaza)",2013-12-10,CW,PSE,2013-000153,The announced extreme heavy rain fall and snow storms hit the West Bank and Gaza on 10 December 2013 and are still striking throughout Palestine. The heavy rain and snow has generated floods in several parts of Palestine and 20 families have been evacuated from their houses with the support of PRCS.
OT-2013-000152-CAF,Other,Central African Republic,2013-12-05,OT,CAF,2013-000152,"Des affrontements armés  survenus à Bangui les 5, 6, 7 et 8 Décembre 2013 ont fait des nombreux dégâts humains et matériels importants.163.000 déplacés sont affectés par cet événement. Les tueries se poursuivent dans certains quartiers.
En date du 13 décembre, 539 morts et 136 blessés ont été enregistrés par la Croix-Rouge Centrafricaine."
OT-2013-000152-TCD,Other,Chad,2013-12-31,OT,TCD,2013-000152,"The armed conflict in Central African Republic is currently affecting Chad with population movements. Chadian nationals living in Central African Republic have been crossing into the southern regions of Chad in large numbers since early January 2014. The Chadian authorities have been assisting in the repatriation of its nationals and a total of 16,189 persons have returned to Chad (8,562 in N'Djamena region, 5,608 in Sido region and 2,019 in Gore region)."
OT-2013-000151-UKR,Other,Ukraine,2013-11-30,OT,UKR,2013-000151,Massive protests have been taking place since the end of November 2013 in the Ukrainian capital and other big cities
OT-2013-000150-ZWE,Other,Zimbabwe,2013-12-09,OT,ZWE,2013-000150,"According to the 2013 Zimbabwe Vulnerability Assessment Committee (ZIMVAC) report produced in May, the 2013/ 2014 consumption year is projected to have 2.2 million people, representing 25% of rural households that are to be food insecure at the peak of the hunger period in March 2014.  This is a 32% increase compared with the immediate previous year. A total of 319,244 metric tonnes will be required to cover the cereal deficit that the country is facing. 

The figures documented by the ZIMVAC assessment are primarily rural households and do not include the urban households. As has become a trend in food insecurity, the severely affected provinces in terms of percentage of food insecure population are; Matebeleland North (40%), Matebeleland South (32%), Masvingo (32%) and Midlands (30%). Post-harvest losses account to 20-30% of grain losses. Below is a table highlighting the most affected provinces and districts.

Late onset of rainfall, pro-longed dry spells and erratic rainfall coupled with limited access to inputs account for the poor performance of the 2012/13 agricultural season. The ZIMVAC report also notes that levels of child severe acute malnutrition exceed the globally accepted rates (4.7% compared to  the global rate of 2%).  Zimbabwe Red Cross has decided to target Gwanda district which has a population of 112,267. The district was targeted because there is no other organisation responding to acute food insecurity in the district.  There are 24 operational wards with a total of 26,773 households. The table below shows the population of Gwanda disaggregated by gender and vulnerability."
FL-2013-000149-THA,Flood,Thailand,2013-12-06,FL,THA,2013-000149,"Heavy rainfall caused by the NE Monsoon since 20 November has caused floods in the SE provinces of Thailand, notably in Nakhon Si Thammarat, Songkhla, Narathiwat, Phatthalung, Trang. After a brief respite, heavy rainfall resumed on 5 December. More than 200,000 people are estimated affected since the beginning of the floods."
FL-2013-000148-MYS,Flood,Malaysia,2013-12-04,FL,MYS,2013-000148,Floods in Malaysia caused by heavy rains have left a teenager dead and forced authorities to evacuate thousands of people.
EQ-2013-000147-IRN,Earthquake,"Iran, Islamic Republic",2013-11-28,EQ,IRN,2013-000147,"An earthquake with a preliminary magnitude of 5.6 has jolted southern Iran, leaving 7 people dead and 45 injured."
EP-2013-000146-SDN,Epidemic,Sudan,2013-11-26,EP,SDN,2013-000146,"Between 3 Oct and 5 Nov 2013, 22 cases and seven deaths of suspected viral hemorrhagic fever were reported in Sudan's West Kordofan state. The Federal Ministry of Health declared an outbreak on 31 Oct. The Institute Pasteur in Dakar reconfirmed the outbreak as yellow fever. By 24 Nov, 44 suspected cases and 14 deaths had been reported from West and South Kordofan."
FL-2013-000145-COL,Flood,Colombia,2013-09-30,FL,COL,2013-000145,"Colombia's second rainy season began on 15 Sep 2013, affecting a total of 37,834 people in September, the vast majority due to flooding and wind storms along the Caribbean and Pacific coasts. In October, 18,000 people were affected."
TC-2013-000144-IND,Tropical Cyclone,India,2013-11-22,TC,IND,2013-000144,At least two persons were killed and power supply disrupted as severe cyclonic storm Helen made landfall in the southern Indian state of Andhra Pradesh 22 November 2013.
FL-2013-000143-SAU,Flood,Saudi Arabia,2013-11-17,FL,SAU,2013-000143,"Flash floods sparked by torrential rain in largely desert Saudi Arabia have killed four people and left 10 missing over the past two days, the civil defence authority said Tuesday."
FL-2013-000142-VNM,Flood,Viet Nam,2013-11-14,FL,VNM,2013-000142,"On the evening of 14 Nov, the tropical storm 15 weakens into tropical depression and hit the south-central provinces of Viet Nam, bringing heavy rainfall and strong winds. From 14 November at 7 PM to 17 November at 7 PM, the coastal areas from Quang Tri to Ninh Thuan and the Central Highlands have been affected by torrential rains, with total rainfall of 401 to 973 mm. As a consequence of the heavy rain brought by the tropical depression, extensive flooding has hit the central provinces of Quang Nam, Quang Ngai, Da Nang, Phu Yen and Binh Dinh."
FL-2013-000141-SOM,Flood,Somalia,2013-11-17,FL,SOM,2013-000141,"Seasonal rains started at the end of September 2013 across Somalia, contributing to flooding, especially in and around Jowhar town in Middle Shabelle region. A joint multi-cluster rapid assessment mission carried out from 7-10 Nov identified 33 villages affected by the flooding and corroborated the approximately 11,000 households displaced reported by the local authorities."
TC-2013-000140-SOM,Tropical Cyclone,Somalia,2013-11-10,TC,SOM,2013-000140,"A tropical cyclone made landfall on the Somali coast on 10 Nov 2013. The Puntland authorities declared a natural disaster emergency on 11 Nov, citing very heavy rainfall and flash floods leading to an estimate of more than 100 casualties and large-scale livestock deaths. Communication lines and road access are currently severed, hampering the collection or verification of information and the delivery of assistance."
TC-2013-000139-CHN,Tropical Cyclone,"China, People's Republic",2013-11-11,TC,CHN,2013-000139,At least six people died after Typhoon Haiyan slashed across China's south coast and damaged hundreds of homes.
TC-2013-000139-PHL,Tropical Cyclone,Philippines,2013-11-07,TC,PHL,2013-000139,"Typhoon Haiyan is expected to make landfall in Guiuan, Eastern Samar or Abulog municipality, Leyte province in the Philippines in the morning of 8 Nov 2013 and is locally known as Yolanda. A UN Disaster Assessment and Coordination (UNDAC) team in coordination with the ASEAN Coordinating Centre for Humanitarian Assistance on disaster management has arrived in Manila to provide additional capacity to the Humanitarian Country Team to support the Government. All government line agencies are on full alert to respond to the potential effects of the typhoon."
TC-2013-000139-PLW,Tropical Cyclone,Palau,2013-11-07,TC,PLW,2013-000139,"On Friday 7 November at around 4am, Typhoon Haiyan, the strongest typhoon in 2013 made its approach to Palau, its centre passing a mere 7 miles from the northernmost state of Kayangel and approximately 74 miles from the capital Koror. Rated as a Super Typhoon, the winds reached up to 160 mph, combined with heavy rains and storm surges particularly along the western coasts of the small Pacific island nation. Fortunately, there were no fatalities or serious injuries reported, however the impact was felt across 12 of the 16 States."
TC-2013-000139-VNM,Tropical Cyclone,Viet Nam,2013-11-08,TC,VNM,2013-000139,"Haiyan (locally named number 13) will move to the East Sea and become the strongest typhoon toward Vietnam in a period of 10 years. Its wind strength will remain around 195 kilometres per hour (category 4). It is forecasted that this severe typhoon eye will move along Vietnam coastline around 9 AM 10 November at strength of category 3 or 2 through Quang Ngai, Quang Nam, Quang Tri, Quang Binh to Lao then to Ha Tinh, Nghe An, on 11 November.
Estimated affected people by this typhoon at category 1 will be around 6,6 million people in Vietnam on 10 Oct 2013 (Source: http://www.gdacs.org/Cyclones/report)
According to today forecast, this typhoon will provide impact to the entire centre of Vietnam.

Currently there are heavy rains in those provinces because of recent tropical depression. Local flash flood are in red. There were two deaths and one missing because of the current flood.

The vulnerability of those provinces people are very high. Since they were affected by two recent floods, typhoon in Octobers. The poverty rate remained at from 20% to 60% in 2010 (WB Vietnam poverty report 2012)."
